reason_excluded,participantId,langAbv,lang,standardized_entered_name,entered_name,colorSpace,r,g,b,trialNum,tileNum,rgbSet,background,locale,studyVersion,originalLangAbv
excluded name,0,en,English (English),1,1,rgb,9,112,150,1,6,full,white,en,1.1.5,
excluded name,0,en,English (English),1,1,rgb,110,188,99,1,7,full,white,en,1.1.5,
excluded name,0,en,English (English),1,1,rgb,86,155,165,1,8,full,white,en,1.1.5,
excluded name,0,en,English (English),11,11,rgb,55,132,70,1,9,full,white,en,1.1.5,
excluded name,0,en,English (English),1,1,rgb,108,209,176,1,10,full,white,en,1.1.5,
excluded name,0,en,English (English),1,1,rgb,182,181,80,1,11,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,198,197,83,1,0,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,216,232,197,1,1,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,56,61,90,1,2,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,50,230,181,1,3,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,10,206,201,1,4,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,242,153,240,1,5,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,196,33,5,1,6,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,87,14,40,1,7,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,227,121,31,1,8,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,27,29,21,1,9,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,152,14,254,1,10,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,102,23,120,1,11,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),blue,Blue,rgb,55,142,163,1,0,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),red,Red,rgb,200,47,37,1,2,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),yellow,Yellow,rgb,241,222,36,1,4,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,Green,rgb,132,191,68,1,6,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),blue,Blue,rgb,86,151,211,1,7,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,Purple,rgb,100,104,148,1,8,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,Green,rgb,95,231,29,1,9,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),pink,Pink,rgb,195,98,185,1,10,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,Purple,rgb,156,17,193,1,11,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,purple,rgb,97,49,132,1,8,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),dark blue,dark blue,rgb,16,61,186,1,9,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,purple,rgb,151,69,198,3,9,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),blue,blue,rgb,5,183,203,3,11,full,white,en,1.1.5,
excluded name,0,pt,Portuguese (português),purple,purple,rgb,106,55,135,1,1,full,white,en,1.1.5,
excluded name,0,pt,Portuguese (português),blue,blue,rgb,68,68,247,1,3,full,white,en,1.1.5,
excluded name,0,pt,Portuguese (português),blue,blue,rgb,15,144,189,1,7,full,white,en,1.1.5,
excluded name,0,pt,Portuguese (português),purple,purple,rgb,133,103,223,1,9,full,white,en,1.1.5,
excluded name,0,pt,Portuguese (português),bright green,bright green,rgb,64,216,35,1,11,full,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",pink,Pink,rgb,255,0,132,1,0,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",purple,Purple,rgb,158,0,255,1,1,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",green,Green,rgb,0,255,132,1,2,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",blue,Blue,rgb,0,153,255,1,3,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",green,Green,rgb,49,255,0,1,4,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",yellow,Yellow,rgb,255,243,0,1,5,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",red,Red,rgb,255,0,108,1,6,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",green,Green,rgb,0,255,196,1,7,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",yellow,Yellow,rgb,255,227,0,1,8,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",green,Green,rgb,138,255,0,1,9,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",pink,Pink,rgb,255,0,186,1,10,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",blue,Blue,rgb,0,187,255,1,11,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",purple,Purple,rgb,194,0,255,3,0,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",red,Red,rgb,255,56,0,3,1,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",blue,Blue,rgb,0,5,255,3,2,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",pink,Pink,rgb,255,0,247,3,3,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",blue,Blue,rgb,0,98,255,3,4,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",blue,Blue,rgb,0,128,255,3,5,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",blue,Blue,rgb,0,168,255,3,6,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",blue,Blue,rgb,0,215,255,3,7,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",orange,Orange,rgb,255,129,0,3,8,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",green,Green,rgb,0,255,116,3,9,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",green,Green,rgb,194,255,0,3,10,line,white,en,1.1.5,
excluded name,15342,et,"Estonian (eesti, eesti keel)",red,Red,rgb,255,0,62,3,11,line,white,en,1.1.5,
excluded name,15668,en,English (English),asdf,asdf,rgb,189,213,82,3,5,full,white,en,1.1.5,
excluded name,15668,en,English (English),asdf,asdf,rgb,178,88,55,3,6,full,white,en,1.1.5,
excluded name,15668,en,English (English),asdf,asdf,rgb,243,210,227,3,7,full,white,en,1.1.5,
excluded name,15668,en,English (English),asdf,asdf,rgb,230,87,152,3,8,full,white,en,1.1.5,
excluded name,15668,en,English (English),adsf,adsf,rgb,222,40,96,3,9,full,white,en,1.1.5,
excluded name,15668,en,English (English),adsf,adsf,rgb,46,60,31,3,10,full,white,en,1.1.5,
excluded name,15668,en,English (English),adsf,adsf,rgb,111,212,195,6,0,full,white,en,1.1.5,
excluded name,15668,en,English (English),asdf,asdf,rgb,187,180,95,6,1,full,white,en,1.1.5,
excluded name,15668,en,English (English),adsf,adsf,rgb,235,95,75,6,3,full,white,en,1.1.5,
excluded name,15668,en,English (English),asdf,asdf,rgb,134,115,158,6,5,full,white,en,1.1.5,
excluded name,15668,en,English (English),asdf,asdf,rgb,116,145,108,6,6,full,white,en,1.1.5,
excluded name,15668,en,English (English),asdf,asdf,rgb,249,154,110,6,7,full,white,en,1.1.5,
excluded name,15668,en,English (English),asdf,asdf,rgb,54,208,159,6,8,full,white,en,1.1.5,
excluded name,15668,en,English (English),asdf,asdf,rgb,29,223,25,6,9,full,white,en,1.1.5,
excluded name,15668,en,English (English),adsf,adsf,rgb,127,111,102,6,10,full,white,en,1.1.5,
excluded name,15668,en,English (English),adsf,adsf,rgb,79,13,233,6,11,full,white,en,1.1.5,
participant id,15669,en,English (English),asdf,asdf,rgb,139,29,182,1,0,full,white,en,1.1.5,
participant id,15669,en,English (English),adsf,adsf,rgb,201,200,78,1,1,full,white,en,1.1.5,
participant id,15669,en,English (English),adsf,adsf,rgb,252,121,82,1,2,full,white,en,1.1.5,
participant id,15669,en,English (English),asdf,asdf,rgb,157,139,236,1,3,full,white,en,1.1.5,
participant id,15669,en,English (English),asdf,asdf,rgb,58,224,223,1,4,full,white,en,1.1.5,
participant id,15669,en,English (English),asdf,asdf,rgb,107,159,130,1,5,full,white,en,1.1.5,
participant id,15669,en,English (English),asdf,asdf,rgb,69,133,228,1,6,full,white,en,1.1.5,
participant id,15669,en,English (English),asdf,asdf,rgb,60,196,92,1,7,full,white,en,1.1.5,
participant id,15669,en,English (English),asdf,asdf,rgb,72,111,39,1,8,full,white,en,1.1.5,
participant id,15669,en,English (English),asdf,asdf,rgb,5,199,30,1,9,full,white,en,1.1.5,
participant id,15669,en,English (English),dafdsa,dafdsa,rgb,68,47,46,1,10,full,white,en,1.1.5,
participant id,15669,en,English (English),adsf,adsf,rgb,159,74,156,1,11,full,white,en,1.1.5,
participant id,15669,en,English (English),asdf,asdf,rgb,220,209,203,3,0,full,white,en,1.1.5,
participant id,15669,en,English (English),adsf,adsf,rgb,21,21,95,3,1,full,white,en,1.1.5,
participant id,15669,en,English (English),adfs,adfs,rgb,200,118,131,3,2,full,white,en,1.1.5,
participant id,15669,en,English (English),fsda,fsda,rgb,107,11,32,3,3,full,white,en,1.1.5,
participant id,15669,en,English (English),asdf,asdf,rgb,179,152,175,3,4,full,white,en,1.1.5,
participant id,15669,en,English (English),adsf,adsf,rgb,222,246,38,3,5,full,white,en,1.1.5,
participant id,15669,en,English (English),dsaf,dsaf,rgb,222,212,143,3,6,full,white,en,1.1.5,
participant id,15669,en,English (English),dfsa,dfsa,rgb,161,195,116,3,7,full,white,en,1.1.5,
participant id,15669,en,English (English),dsaf,dsaf,rgb,229,75,130,3,8,full,white,en,1.1.5,
participant id,15669,en,English (English),dfsa,dfsa,rgb,180,252,206,3,9,full,white,en,1.1.5,
participant id,15669,en,English (English),dfsa,dfsa,rgb,146,131,97,3,10,full,white,en,1.1.5,
participant id,15669,en,English (English),sdfa,sdfa,rgb,153,24,243,3,11,full,white,en,1.1.5,
participant id,15669,en,English (English),asdfsdfa,asdfsdfa,rgb,88,92,205,6,0,full,white,en,1.1.5,
participant id,15669,en,English (English),fds,fds,rgb,132,142,194,6,1,full,white,en,1.1.5,
participant id,15669,en,English (English),safd,safd,rgb,74,103,127,6,2,full,white,en,1.1.5,
participant id,15669,en,English (English),dfs,dfs,rgb,224,53,19,6,3,full,white,en,1.1.5,
participant id,15669,en,English (English),dsf,dsf,rgb,140,246,38,6,4,full,white,en,1.1.5,
participant id,15669,en,English (English),dsfa,dsfa,rgb,230,31,144,6,5,full,white,en,1.1.5,
participant id,15669,en,English (English),dfs,dfs,rgb,109,77,28,6,6,full,white,en,1.1.5,
participant id,15669,en,English (English),dfs,dfs,rgb,86,40,72,6,7,full,white,en,1.1.5,
participant id,15669,en,English (English),dsfa,dsfa,rgb,57,145,148,6,8,full,white,en,1.1.5,
participant id,15669,en,English (English),dfs,dfs,rgb,33,252,174,6,9,full,white,en,1.1.5,
participant id,15669,en,English (English),dsfa,dsfa,rgb,71,251,213,6,10,full,white,en,1.1.5,
participant id,15669,en,English (English),dsaf,dsaf,rgb,24,33,191,6,11,full,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,0,255,241,1,0,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,0,133,255,1,1,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,255,220,0,1,2,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,0,255,196,1,3,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,144,255,0,1,4,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,255,0,102,1,5,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,255,0,247,1,6,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,0,24,255,1,7,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),qq,qq,rgb,0,149,255,1,8,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,0,255,168,1,9,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,255,0,122,1,10,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,136,0,255,1,11,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,0,113,255,3,0,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,0,255,141,3,1,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,225,255,0,3,2,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),qq,qq,rgb,0,167,255,3,3,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,255,0,68,3,4,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,207,0,255,3,5,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,0,255,63,3,6,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,255,161,0,3,7,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,0,66,255,3,8,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,255,202,0,3,9,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,255,0,8,3,10,line,white,en,1.1.5,
participant id,15724,aa,Afar (Afaraf),q,q,rgb,104,255,0,3,11,line,white,en,1.1.5,
excluded name,15745,fr,"French (français, langue française)",blue,Blue,rgb,149,92,202,1,0,full,white,en,1.1.5,
excluded name,15745,fr,"French (français, langue française)",green,Green,rgb,142,222,129,1,2,full,white,en,1.1.5,
excluded name,15745,fr,"French (français, langue française)",green,Green,rgb,232,160,107,1,5,full,white,en,1.1.5,
excluded name,15745,fr,"French (français, langue française)",blue,Blue,rgb,196,37,243,1,6,full,white,en,1.1.5,
excluded name,15745,fr,"French (français, langue française)",green,Green,rgb,95,159,135,1,7,full,white,en,1.1.5,
excluded name,15745,fr,"French (français, langue française)",red,Red,rgb,180,87,57,1,8,full,white,en,1.1.5,
excluded name,15745,fr,"French (français, langue française)",yellow,Yellow,rgb,99,224,18,1,9,full,white,en,1.1.5,
excluded name,15745,fr,"French (français, langue française)",yellow,Yellow,rgb,67,236,118,1,10,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),pink,pink,rgb,254,111,111,1,0,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,purple,rgb,85,25,176,1,1,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),pink,pink,rgb,184,67,114,1,2,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,green,rgb,195,254,202,1,3,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,green,rgb,21,31,235,1,4,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),red,red,rgb,171,41,17,1,5,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,purple,rgb,101,1,61,1,6,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,green,rgb,138,160,90,1,7,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),pink,pink,rgb,231,202,152,1,8,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,green,rgb,36,139,187,1,9,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),pink,pink,rgb,205,135,123,1,10,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,green,rgb,69,214,85,1,11,full,white,en,1.1.5,
ignoring characters left nothing,0,en,English (English),?,?,rgb,185,254,133,6,10,full,white,en,1.1.5,
ignoring characters left nothing,0,en,English (English),?,?,rgb,233,227,246,6,11,full,white,en,1.1.5,
excluded name,0,pt,Portuguese (português),pink,Pink,rgb,199,49,174,3,10,full,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",blue,Blue,rgb,0,94,255,1,2,line,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",pink,Pink,rgb,255,0,136,1,11,line,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",blue,Blue,rgb,0,132,255,3,0,line,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",blue,Blue,rgb,0,66,255,6,0,line,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",pink,Pink,rgb,255,0,146,6,2,line,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",blue,Blue,rgb,0,189,255,6,7,line,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",blue,Blue,rgb,0,160,255,6,8,line,white,en,1.1.5,
excluded name,0,sv,Swedish (svenska),blue,blue,rgb,0,15,255,1,1,line,white,en,1.1.5,
excluded name,0,sv,Swedish (svenska),purple,purple,rgb,253,0,255,1,5,line,white,en,1.1.5,
excluded name,0,sv,Swedish (svenska),green,green,rgb,0,255,85,1,6,line,white,en,1.1.5,
excluded name,0,fr,"French (français, langue française)",blue,blue,rgb,77,125,244,1,1,full,white,en,1.1.5,
excluded name,0,fr,"French (français, langue française)",red,red,rgb,137,48,53,1,2,full,white,en,1.1.5,
excluded name,0,fr,"French (français, langue française)",purple,purple,rgb,96,92,232,1,3,full,white,en,1.1.5,
excluded name,0,fr,"French (français, langue française)",green,green,rgb,156,213,146,1,4,full,white,en,1.1.5,
excluded name,0,fr,"French (français, langue française)",purple,purple,rgb,100,80,101,1,5,full,white,en,1.1.5,
excluded name,0,fr,"French (français, langue française)",green,green,rgb,181,190,27,1,7,full,white,en,1.1.5,
excluded name,0,fr,"French (français, langue française)",pink,pink,rgb,112,29,65,1,8,full,white,en,1.1.5,
excluded name,0,fr,"French (français, langue française)",green,green,rgb,60,129,84,1,9,full,white,en,1.1.5,
excluded name,0,fr,"French (français, langue française)",green,green,rgb,75,86,52,1,10,full,white,en,1.1.5,
excluded name,0,fr,"French (français, langue française)",blue,blue,rgb,143,145,185,1,11,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,purple,rgb,115,45,192,1,8,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),light blue,light blue,rgb,107,196,224,1,9,full,white,en,1.1.5,
excluded name,0,de,German (Deutsch),cyan,cyan,rgb,2,221,192,1,9,full,white,en,1.1.5,
ignoring characters left nothing,0,en,English (English),?,?,rgb,69,2,63,1,11,full,white,en,1.1.5,
ignoring characters left nothing,0,en,English (English),?,?,rgb,207,221,188,1,0,full,white,en,1.1.5,
excluded name,0,it,Italian (italiano),blue,Blue,rgb,0,94,255,1,0,line,white,en,1.1.5,
excluded name,0,it,Italian (italiano),blue,Blue,rgb,0,68,255,1,10,line,white,en,1.1.5,
excluded name,0,it,Italian (italiano),blue,Blue,rgb,0,80,255,6,0,line,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",pink,Pink,rgb,223,170,171,1,3,full,white,en,1.1.5,
excluded name,0,da,Danish (dansk),hot pink,Hot pink,rgb,225,0,255,3,0,line,white,en,1.1.5,
excluded name,0,da,Danish (dansk),hot pink,Hot pink,rgb,255,0,124,3,6,line,white,en,1.1.5,
excluded name,0,da,Danish (dansk),hot pink,Hot pink,rgb,255,0,149,3,9,line,white,en,1.1.5,
ignoring characters left nothing,0,el,Greek (modern) (ελληνικά),green,Green,rgb,73,255,0,1,0,line,white,en,1.1.5,
ignoring characters left nothing,0,el,Greek (modern) (ελληνικά),yellow,Yellow,rgb,255,225,0,1,1,line,white,en,1.1.5,
ignoring characters left nothing,0,el,Greek (modern) (ελληνικά),lime,Lime,rgb,157,255,0,1,2,line,white,en,1.1.5,
ignoring characters left nothing,0,el,Greek (modern) (ελληνικά),magenta,Magenta,rgb,247,0,255,1,3,line,white,en,1.1.5,
ignoring characters left nothing,0,el,Greek (modern) (ελληνικά),blue,Blue,rgb,0,154,255,1,4,line,white,en,1.1.5,
ignoring characters left nothing,0,el,Greek (modern) (ελληνικά),dark orange,Dark Orange,rgb,255,106,0,1,5,line,white,en,1.1.5,
ignoring characters left nothing,0,el,Greek (modern) (ελληνικά),green,GREEN,rgb,0,255,30,1,6,line,white,en,1.1.5,
ignoring characters left nothing,0,el,Greek (modern) (ελληνικά),cyan,cYAN,rgb,0,247,255,1,7,line,white,en,1.1.5,
ignoring characters left nothing,0,el,Greek (modern) (ελληνικά),turqoise,Turqoise,rgb,0,193,255,1,8,line,white,en,1.1.5,
ignoring characters left nothing,0,el,Greek (modern) (ελληνικά),purple,Purple,rgb,125,0,255,1,9,line,white,en,1.1.5,
ignoring characters left nothing,0,el,Greek (modern) (ελληνικά),orange,Orange,rgb,255,127,0,1,10,line,white,en,1.1.5,
ignoring characters left nothing,0,el,Greek (modern) (ελληνικά),pink,Pink,rgb,255,0,193,1,11,line,white,en,1.1.5,
excluded name,0,nl,"Dutch (Nederlands, Vlaams)",purple,purple,rgb,160,26,166,1,4,full,white,en,1.1.5,
excluded name,0,nl,"Dutch (Nederlands, Vlaams)",blue,blue,rgb,80,126,198,1,5,full,white,en,1.1.5,
excluded name,0,sv,Swedish (svenska),magenta,magenta,rgb,158,56,138,3,5,full,white,en,1.1.5,
excluded name,0,sv,Swedish (svenska),magenta,magenta,rgb,247,54,185,6,9,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,green,rgb,89,176,133,1,0,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,green,rgb,38,176,51,1,1,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),pink,pink,rgb,242,5,138,1,2,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,purple,rgb,71,36,75,1,3,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,green,rgb,11,232,133,1,4,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),blue,blue,rgb,69,98,137,1,5,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,green,rgb,163,167,47,1,7,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),blue,blue,rgb,196,248,226,1,8,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),blue,blue,rgb,104,100,230,1,10,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),blue,blue,rgb,88,205,203,1,11,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,green,rgb,36,97,32,3,0,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),pink,pink,rgb,247,41,101,3,1,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,purple,rgb,81,12,238,3,2,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,green,rgb,124,156,91,3,3,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),pink,pink,rgb,239,42,232,3,4,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,purple,rgb,80,13,98,3,5,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,green,rgb,173,210,28,3,7,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,purple,rgb,170,69,231,3,8,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),pink,pink,rgb,251,156,238,3,9,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,green,rgb,126,117,43,3,11,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),blue,blue,rgb,6,48,163,6,0,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),orange,Orange,rgb,246,146,3,6,1,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),blue,blue,rgb,37,134,236,6,3,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,green,rgb,124,236,107,6,4,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),red,red,rgb,242,42,63,6,5,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,purple,rgb,97,29,198,6,7,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,purple,rgb,167,5,250,6,8,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),red,red,rgb,230,72,29,6,9,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),blue,blue,rgb,40,100,110,6,10,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,purple,rgb,159,115,207,6,11,full,white,en,1.1.5,
excluded name,0,it,Italian (italiano),blue,blue,rgb,0,110,255,1,3,line,white,en,1.1.5,
excluded name,0,it,Italian (italiano),blue,blue,rgb,0,50,255,3,1,line,white,en,1.1.5,
excluded name,0,it,Italian (italiano),blue,blue,rgb,0,126,255,6,0,line,white,en,1.1.5,
excluded name,0,it,Italian (italiano),blue,blue,rgb,108,0,255,6,6,line,white,en,1.1.5,
excluded name,0,it,Italian (italiano),blue,blue,rgb,0,81,255,6,10,line,white,en,1.1.5,
excluded name,0,de,German (Deutsch),cyan,cyan,rgb,108,235,227,6,1,full,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,21,255,1,0,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",yellow,yellow,rgb,229,255,0,1,1,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,128,255,1,2,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,0,255,200,1,3,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",orange,orange,rgb,255,88,0,1,4,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",orange,orange,rgb,255,126,0,1,5,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,236,255,1,6,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",red,red,rgb,255,0,29,1,7,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,144,255,1,8,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,215,255,1,9,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",pink,pink,rgb,255,0,205,1,10,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,0,255,185,1,11,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",yellow,yellow,rgb,242,255,0,3,0,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",yellow,yellow,rgb,255,237,0,3,1,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,86,255,3,2,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,163,255,3,3,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",purple,purple,rgb,216,0,255,3,4,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,0,255,100,3,5,line,white,en,1.1.5,
